file,equation_tex,categories
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,\begin{aligned} M_p &= \frac{1}{\varphi^2} \cdot 3^{-1/\varphi} \cdot (2M_u + M_d) \\ M_n &= \frac{1}{\varphi^2} \cdot 3^{-1/\varphi} \cdot (M_u + 2M_d) \end{aligned},Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,"M_{u,d} = \frac{4}{\alpha \varphi} \cdot \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \cdot \mathcal{V}_{u,d} \cdot V_{\text{torus}}",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,"\boxed{ M(n, m, \{V_i\}) = \frac{4}{\alpha} \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \left( \sum_{i=1}^n V_i \right) \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \right)",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/14_General_Mass_Formula.tex,\frac{1}{\alpha},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/18_ExtentionSU3.tex,"\vec{v} = \nabla \theta(\vec{x}), \quad \theta \to \theta + \alpha(\vec{x}) \Rightarrow \vec{v} \to \vec{v} + \nabla \alpha.",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/18_ExtentionSU3.tex,"\vec{A}_v \rightarrow \vec{A}_v + \nabla \alpha(\vec{x}), \quad \vec{F}_v = \nabla \times \vec{A}_v.",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/19_SwirlInducedTimeAndInVortexKnots.tex,"\omega_{\text{obs}} = \omega_0 \left( 1 - \alpha \cdot \frac{\mathcal{H}}{C_e \cdot \omega_0} \right),",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/19_SwirlInducedTimeAndInVortexKnots.tex,\boxed{ \frac{d\tau}{dt} = 1 - \alpha \cdot \frac{\vec{v} \cdot \vec{\omega}}{C_e \cdot \omega_0} },Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/19_SwirlInducedTimeAndInVortexKnots.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/20_CorePressureMassAndTime.tex,"R_{\text{eq}} \sim a_0 = \frac{4\pi \varepsilon_0 \hbar^2}{m_e e^2} \approx 5.29 \times 10^{-11} \, \text{m}",Planck relations
VAM_6_Knotted_Gauge_Fields/section/22_EntropicSwirlGravity.tex,"\textbf{Swirl} \leftrightarrow \textbf{Temporal Evolution}, \quad \textbf{Helicity} \leftrightarrow \textbf{Entropy Flux}, \quad \textbf{Swirl Horizon} \leftrightarrow \textbf{Causal Boundary}.",Planck relations
VAM_6_Knotted_Gauge_Fields/section/23_outlookvam_qft.tex,"\alpha_{\text{VAM}}(r) = \frac{\Gamma^2}{8\pi^2 r^2 \rho_{\text{\ae}}^{\text{(mass)}} c^2},",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/23_outlookvam_qft.tex,\frac{d \alpha_{\text{VAM}}}{d \log r} < 0.,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/23_outlookvam_qft.tex,\nabla \cdot \vec{v} &= 0 \quad \text{(incompressibility)} \\ \nabla \cdot \vec{\omega} &= 0 \quad \text{(vortex conservation)},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,"F^{\text{max}}_{\text{\ae}} = \alpha \, F^{\text{max}}_{\text{gr}} \left(\frac{r_c}{L_p}\right)^{-2}, \label{eq:FmaxVAM}",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\alpha_g = \frac{2 F^{\text{max}}_{\text{\ae}} C_e t_p^2}{\frac{2 F^{\text{max}}_{\text{\ae}} r_c^2}{C_e}} = \frac{C_e^2 t_p^2}{r_c^2}.,Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,"\alpha_g = \frac{C_e^2 L_{\text{Planck}}^2}{r_c^2 c^2},",Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\alpha_g = \frac{C_e c^2 t_p^2 m_e}{\hbar r_c}.,Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,"\alpha_g = \frac{2 F^{\text{max}}_{\text{\ae}} C_e t_p^2}{\hbar},",Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,"\alpha_g = \frac{F^{\text{max}}_{\text{\ae}} t_p^2}{a_0 M_e},",Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\boxed{ \alpha_g = \frac{C_e^2 t_p^2}{r_c^2} = \frac{C_e^2 L_{\text{Planck}}^2}{r_c^2 c^2} },Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\left(\frac{r_c}{L_p}\right)^2,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\alpha = \frac{C_e^2}{c^2},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\alpha_g,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,L_{\text{Planck}} = c t_p,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A10_DerivationGravitationalFineStructure.tex,\hbar,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A16_HyperbolicSuppressionInMassFormula.tex,M = \frac{4}{\alpha \varphi} \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 V \right),Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A16_HyperbolicSuppressionInMassFormula.tex,\boxed{ M = \frac{4}{\alpha} \cdot e^{-\sinh^{-1}(0.5)} \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 V \right) },Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A16_HyperbolicSuppressionInMassFormula.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A16_HyperbolicSuppressionInMassFormula.tex,\alpha^{-1},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A4_CalculateElectronHelicity.tex,"M_{\text{helicity}} = \alpha' \cdot \rho_\text{\ae}^{\text{(mass)}} \cdot C_e \cdot r_c^3 \cdot \mathcal{H}_{\text{norm}}(p,q) \tag{2}",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A4_CalculateElectronHelicity.tex,\boxed{\alpha' = \frac{8\pi}{C_e}},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A4_CalculateElectronHelicity.tex,\alpha',Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A5_NaturalUnitsAndConstantsInTheVortexÆtherModel.tex,\hbar_\text{VAM},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A5_NaturalUnitsAndConstantsInTheVortexÆtherModel.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A6_FineStructureConstant.tex,R_e = \frac{e^2}{4\pi \varepsilon_0 m_e c^2}.,Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/A6_FineStructureConstant.tex,\alpha = \frac{e^2}{4 \pi \varepsilon_0 \hbar c}.,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A6_FineStructureConstant.tex,\alpha = \frac{e^2}{8 \pi^2 \varepsilon_0 c} \cdot \frac{1}{\hbar} = \frac{2 C_e}{c}.,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A6_FineStructureConstant.tex,\boxed{ \alpha = \frac{2 C_e}{c} } \qquad \Leftrightarrow \qquad \boxed{ C_e = \frac{c \alpha}{2} },Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A6_FineStructureConstant.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A6_FineStructureConstant.tex,h = 2\pi \hbar,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A7_DerivationElementairyCharge.tex,R_e = \frac{e^2}{4\pi \varepsilon_0 m_e c^2},Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,\hbar_{\text{VAM}} = m_e r_c C_e,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,"a_0 = \frac{\hbar}{m_e v_e}, \quad \text{with} \quad v_e = \frac{e^2}{4\pi \varepsilon_0 \hbar}",Planck relations
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,\hbar = m_e a_0 v_e = m_e a_0 \frac{e^2}{4\pi \varepsilon_0 \hbar} \Rightarrow \hbar^2 = \frac{m_e a_0 e^2}{4\pi \varepsilon_0},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,\boxed{\hbar = 2 m_e C_e a_0},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,\boxed{\hbar = m_e r_c C_e = 2 m_e C_e a_0},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,\hbar,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A8_DerivationPlancksConstant.tex,C_e = \frac{c}{2\alpha},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,G = \frac{c^4}{4 F^{\text{max}}_{\text{gr}}},Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,G = \frac{C_e c^3 t_p^2}{r_c m_e},Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,\boxed{G = \frac{C_e c^3 t_p^2}{r_c m_e} = \frac{c^4}{4 F^{\text{max}}_{\text{gr}}}},Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,t_p = \sqrt{\frac{\hbar G}{c^5}},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,"G = \frac{\alpha_g c^3 r_c}{C_e M_e}, \quad \text{or} \quad G = \frac{C_e c L_{\text{Planck}}^2}{r_c M_e}",Alpha / fine-structure relations; Planck relations; Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,t_p,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivationGravitationalConstant.tex,L_p,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,F^{\text{max}}_{\text{gr}}{\text{Planck}} = \frac{c^4}{4G}.,Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,"F^{\text{max}}_{\text{\ae}} = \alpha \cdot F^{\text{max}}_{\text{gr}} \cdot \left( \frac{R_c}{L_p} \right)^{-2},",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,"M_e = \frac{2 F^{\text{max}}_{\text{\ae}} r_c}{c^2},",Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,L_p = \sqrt{\hbar G / c^3},Planck relations
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,E = mc^2,Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/A9_DerivingElectronMass.tex,M_e = \dfrac{2 F^{\text{max}}_{\text{\ae}} r_c}{c^2},Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/appendix_QuantizationOfVAM.tex,"Z = \int \mathcal{D}[\Phi] \exp\left( \frac{i}{\hbar} \int d^4x\, \mathcal{L}_{\text{VAM}}[\Phi, \nabla \Phi] \right) \label{eq:path_integral}",Planck relations
VAM_6_Knotted_Gauge_Fields/section/appendix_QuantizationOfVAM.tex,Z = \sum_{\mathcal{K}} \int \mathcal{D}[\Phi]_{\mathcal{K}} \exp\left( \frac{i}{\hbar} S[\Phi]_{\mathcal{K}} \right),Planck relations
VAM_6_Knotted_Gauge_Fields/section/appendix_QuantizationOfVAM.tex,"\frac{d}{dt} \langle \hat{O} \rangle = \frac{i}{\hbar} \langle [\hat{H}, \hat{O}] \rangle",Planck relations
VAM_6_Knotted_Gauge_Fields/section/appendix_QuantizationOfVAM.tex,"[\Phi(\vec{x}, t), \pi(\vec{y}, t)] &= i \hbar \delta^3(\vec{x} - \vec{y}) \label{eq:commutator1} \\ [\Phi(\vec{x}, t), \Phi(\vec{y}, t)] &= 0 \label{eq:commutator2} \\ [\pi(\vec{x}, t), \pi(\vec{y}, t)] &= 0 \label{eq:commutator3}",Planck relations
